@relation 1merLabeled

@attribute A real 
@attribute R real
@attribute N real
@attribute D real
@attribute C real
@attribute E real
@attribute Q real
@attribute G real
@attribute H real
@attribute I real
@attribute L real
@attribute K real
@attribute M real
@attribute F real
@attribute P real
@attribute S real
@attribute T real
@attribute W real
@attribute Y real
@attribute V real
@attribute errorPercent real

@data
0.050,0.000,0.050,0.000,0.000,0.250,0.000,0.250,0.000,0.000,0.100,0.050,0.050,0.000,0.000,0.050,0.050,0.000,0.000,0.100,0.193993899128306
0.000,0.000,0.000,0.095,0.000,0.143,0.095,0.000,0.095,0.000,0.238,0.048,0.000,0.000,0.000,0.190,0.048,0.000,0.000,0.048,0.169244426823645
0.118,0.000,0.000,0.118,0.000,0.294,0.118,0.000,0.000,0.000,0.176,0.059,0.000,0.000,0.000,0.000,0.118,0.000,0.000,0.000,0.198028651211642
0.043,0.087,0.087,0.130,0.043,0.130,0.000,0.000,0.043,0.087,0.130,0.000,0.000,0.043,0.043,0.000,0.000,0.000,0.043,0.087,0.153077037466052
0.000,0.077,0.000,0.154,0.000,0.154,0.077,0.154,0.000,0.000,0.077,0.000,0.000,0.000,0.000,0.000,0.077,0.000,0.154,0.077,0.236859973083405
0.067,0.067,0.067,0.000,0.000,0.200,0.000,0.000,0.067,0.267,0.067,0.000,0.000,0.000,0.067,0.067,0.000,0.000,0.000,0.067,0.183607051520561
0.056,0.056,0.000,0.167,0.056,0.000,0.056,0.000,0.056,0.222,0.056,0.000,0.000,0.000,0.000,0.056,0.111,0.000,0.000,0.111,0.155587026879978
0.278,0.000,0.000,0.056,0.000,0.111,0.056,0.056,0.000,0.000,0.111,0.056,0.056,0.111,0.000,0.000,0.111,0.000,0.000,0.000,0.151245738774715
0.188,0.000,0.125,0.062,0.000,0.062,0.062,0.062,0.000,0.062,0.062,0.062,0.000,0.062,0.000,0.000,0.062,0.000,0.062,0.062,0.161249781521278
0.000,0.077,0.000,0.308,0.077,0.077,0.000,0.000,0.000,0.154,0.154,0.000,0.000,0.000,0.077,0.000,0.000,0.000,0.077,0.000,0.180166103996354
0.158,0.000,0.000,0.105,0.000,0.211,0.000,0.000,0.000,0.053,0.105,0.053,0.000,0.053,0.000,0.105,0.105,0.000,0.053,0.000,0.151088643623156
0.067,0.067,0.000,0.000,0.000,0.000,0.000,0.133,0.000,0.267,0.133,0.000,0.000,0.000,0.067,0.067,0.200,0.000,0.000,0.000,0.156766915767212
0.100,0.025,0.000,0.050,0.000,0.025,0.050,0.100,0.050,0.025,0.125,0.025,0.000,0.025,0.075,0.025,0.125,0.000,0.000,0.175,0.159186335993526
0.200,0.067,0.067,0.000,0.000,0.067,0.067,0.000,0.067,0.133,0.133,0.000,0.067,0.000,0.000,0.000,0.133,0.000,0.000,0.000,0.194489275962524
0.368,0.000,0.000,0.053,0.000,0.000,0.105,0.053,0.053,0.105,0.105,0.053,0.000,0.053,0.000,0.000,0.000,0.000,0.053,0.000,0.176064240774127
0.429,0.071,0.000,0.071,0.000,0.071,0.000,0.071,0.000,0.143,0.000,0.000,0.071,0.071,0.000,0.000,0.000,0.000,0.000,0.000,0.171919783645855
0.083,0.000,0.000,0.083,0.000,0.083,0.000,0.000,0.083,0.000,0.167,0.083,0.000,0.000,0.000,0.083,0.167,0.000,0.167,0.000,0.267618960840523
0.167,0.042,0.000,0.000,0.042,0.167,0.000,0.167,0.042,0.042,0.167,0.000,0.000,0.000,0.000,0.042,0.042,0.000,0.000,0.083,0.156865967859241
0.000,0.050,0.050,0.050,0.000,0.150,0.100,0.000,0.050,0.100,0.050,0.000,0.000,0.100,0.050,0.150,0.000,0.000,0.050,0.050,0.1624373714354
0.118,0.000,0.000,0.118,0.000,0.118,0.235,0.059,0.000,0.176,0.059,0.059,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.059,0.186271193917915
0.091,0.091,0.000,0.091,0.000,0.182,0.091,0.000,0.000,0.000,0.000,0.000,0.273,0.091,0.000,0.000,0.091,0.000,0.000,0.000,0.197293220524758
0.150,0.000,0.000,0.000,0.050,0.200,0.000,0.200,0.000,0.150,0.050,0.050,0.000,0.000,0.000,0.050,0.050,0.000,0.050,0.000,0.169779447964986
0.091,0.091,0.000,0.091,0.000,0.182,0.000,0.091,0.000,0.182,0.000,0.000,0.091,0.000,0.000,0.091,0.091,0.000,0.000,0.000,0.22779718686393
0.250,0.083,0.000,0.083,0.000,0.000,0.083,0.000,0.000,0.167,0.250,0.000,0.000,0.000,0.000,0.083,0.000,0.000,0.000,0.000,0.162694417442022
0.043,0.000,0.000,0.130,0.043,0.130,0.087,0.000,0.000,0.000,0.174,0.087,0.000,0.087,0.087,0.000,0.087,0.000,0.000,0.043,0.150480968287849
0.143,0.048,0.000,0.000,0.000,0.095,0.143,0.095,0.000,0.095,0.000,0.000,0.048,0.000,0.048,0.048,0.000,0.000,0.095,0.143,0.161353401023573
0.000,0.045,0.091,0.045,0.000,0.182,0.000,0.045,0.045,0.045,0.091,0.000,0.045,0.000,0.045,0.091,0.091,0.000,0.000,0.136,0.163097812289349
0.143,0.048,0.000,0.190,0.048,0.048,0.095,0.000,0.048,0.048,0.095,0.000,0.000,0.095,0.095,0.000,0.000,0.000,0.048,0.000,0.147210188464457
0.091,0.000,0.091,0.091,0.091,0.000,0.000,0.000,0.000,0.091,0.273,0.091,0.000,0.000,0.000,0.000,0.182,0.000,0.000,0.000,0.203676478655359
0.357,0.000,0.000,0.071,0.000,0.071,0.143,0.000,0.000,0.071,0.143,0.071,0.000,0.000,0.000,0.071,0.000,0.000,0.000,0.000,0.191870893705448
0.071,0.071,0.000,0.000,0.000,0.214,0.071,0.143,0.000,0.000,0.000,0.000,0.000,0.000,0.143,0.214,0.000,0.000,0.071,0.000,0.345704354975847
0.000,0.083,0.000,0.250,0.000,0.167,0.000,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.083,0.083,0.083,0.000,0.000,0.172837313642099
0.059,0.059,0.000,0.118,0.000,0.059,0.059,0.059,0.059,0.059,0.176,0.000,0.059,0.059,0.059,0.000,0.059,0.000,0.000,0.059,0.143769881082931
0.227,0.045,0.000,0.000,0.000,0.000,0.091,0.000,0.045,0.045,0.227,0.000,0.045,0.000,0.091,0.000,0.045,0.000,0.045,0.091,0.143823327508737
0.206,0.000,0.059,0.029,0.000,0.029,0.000,0.118,0.000,0.000,0.147,0.029,0.000,0.000,0.029,0.059,0.176,0.000,0.029,0.088,0.141750108164905
0.200,0.000,0.000,0.160,0.000,0.120,0.160,0.080,0.000,0.040,0.080,0.040,0.000,0.040,0.040,0.000,0.000,0.000,0.000,0.040,0.146977972366135
0.125,0.062,0.000,0.000,0.000,0.125,0.000,0.062,0.062,0.062,0.062,0.000,0.062,0.000,0.000,0.125,0.062,0.000,0.062,0.125,0.204588481745774
0.062,0.000,0.062,0.000,0.000,0.375,0.000,0.125,0.000,0.062,0.062,0.062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.188,0.176425907021525
0.083,0.083,0.000,0.000,0.000,0.083,0.083,0.083,0.000,0.083,0.167,0.000,0.000,0.000,0.000,0.000,0.167,0.083,0.000,0.083,0.161907683279764
0.125,0.000,0.000,0.062,0.000,0.000,0.125,0.188,0.000,0.062,0.125,0.062,0.062,0.062,0.062,0.000,0.000,0.000,0.000,0.062,0.167583872527574
0.105,0.053,0.053,0.000,0.158,0.053,0.053,0.053,0.053,0.000,0.316,0.000,0.000,0.000,0.000,0.000,0.053,0.000,0.000,0.053,0.158839013274781
0.038,0.038,0.000,0.077,0.038,0.192,0.000,0.000,0.000,0.038,0.192,0.038,0.000,0.000,0.077,0.115,0.077,0.000,0.038,0.038,0.142519453536918
0.059,0.059,0.059,0.059,0.000,0.235,0.059,0.059,0.000,0.118,0.000,0.000,0.059,0.000,0.000,0.059,0.000,0.059,0.000,0.118,0.160357871134612
0.000,0.062,0.000,0.062,0.000,0.125,0.000,0.125,0.000,0.062,0.250,0.000,0.000,0.000,0.000,0.125,0.188,0.000,0.000,0.000,0.154135960390495
0.000,0.036,0.000,0.143,0.000,0.643,0.000,0.000,0.000,0.000,0.107,0.000,0.000,0.000,0.036,0.000,0.000,0.000,0.000,0.036,0.164886154684343
0.182,0.045,0.000,0.000,0.000,0.091,0.091,0.091,0.000,0.045,0.136,0.000,0.091,0.000,0.000,0.091,0.045,0.000,0.045,0.045,0.140559621912654
0.077,0.077,0.000,0.077,0.000,0.077,0.000,0.000,0.000,0.000,0.077,0.000,0.077,0.154,0.000,0.154,0.154,0.000,0.000,0.077,0.164533332125073
0.316,0.000,0.000,0.211,0.000,0.105,0.000,0.105,0.000,0.105,0.105,0.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.146327861697743
0.077,0.077,0.038,0.077,0.000,0.077,0.000,0.192,0.000,0.038,0.231,0.000,0.000,0.000,0.038,0.115,0.038,0.000,0.000,0.000,0.141438333417986
0.088,0.000,0.029,0.000,0.029,0.029,0.059,0.118,0.029,0.029,0.147,0.029,0.000,0.059,0.059,0.176,0.029,0.029,0.000,0.059,0.140738516493587
0.067,0.000,0.000,0.000,0.000,0.067,0.067,0.000,0.067,0.200,0.133,0.067,0.067,0.000,0.000,0.000,0.200,0.000,0.067,0.000,0.162549362569198
0.125,0.062,0.062,0.062,0.000,0.125,0.000,0.125,0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.000,0.188,0.000,0.000,0.000,0.170643357371833
0.100,0.100,0.100,0.000,0.000,0.200,0.000,0.000,0.000,0.100,0.300,0.000,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.000,0.1946507448467
0.071,0.000,0.000,0.143,0.000,0.143,0.000,0.071,0.071,0.214,0.214,0.071,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.152378850324919
0.000,0.071,0.071,0.071,0.000,0.000,0.000,0.143,0.071,0.143,0.071,0.000,0.000,0.000,0.000,0.071,0.143,0.000,0.071,0.071,0.282148247130954
0.077,0.077,0.077,0.000,0.077,0.077,0.077,0.000,0.000,0.000,0.154,0.000,0.000,0.000,0.077,0.077,0.154,0.000,0.077,0.000,0.257454247826368
0.385,0.077,0.000,0.077,0.000,0.154,0.077,0.000,0.000,0.077,0.077,0.000,0.000,0.000,0.000,0.077,0.000,0.000,0.000,0.000,0.239276748036964
0.118,0.000,0.000,0.000,0.059,0.059,0.000,0.059,0.059,0.000,0.176,0.059,0.176,0.059,0.000,0.059,0.000,0.000,0.000,0.118,0.138637548333891
0.053,0.053,0.053,0.000,0.000,0.368,0.211,0.000,0.000,0.053,0.105,0.000,0.053,0.000,0.000,0.053,0.000,0.000,0.000,0.000,0.187767584097859
0.125,0.042,0.042,0.000,0.042,0.000,0.083,0.083,0.042,0.042,0.125,0.000,0.000,0.042,0.000,0.042,0.125,0.000,0.042,0.125,0.143763136620857
0.071,0.000,0.071,0.214,0.000,0.000,0.000,0.000,0.000,0.071,0.214,0.071,0.071,0.000,0.000,0.214,0.000,0.000,0.000,0.000,0.141096570486725
0.073,0.024,0.049,0.024,0.000,0.024,0.049,0.244,0.000,0.049,0.122,0.000,0.024,0.000,0.049,0.073,0.049,0.000,0.024,0.122,0.137999906377268
0.158,0.053,0.053,0.000,0.053,0.053,0.158,0.053,0.000,0.000,0.211,0.000,0.000,0.053,0.000,0.053,0.053,0.000,0.000,0.053,0.137716483927237
0.286,0.000,0.000,0.286,0.000,0.143,0.000,0.000,0.000,0.071,0.071,0.071,0.000,0.000,0.000,0.000,0.000,0.000,0.071,0.000,0.183115369674997
0.111,0.111,0.000,0.111,0.000,0.000,0.111,0.000,0.000,0.111,0.222,0.000,0.111,0.000,0.000,0.000,0.111,0.000,0.000,0.000,0.191026140818227
0.091,0.091,0.000,0.182,0.091,0.000,0.091,0.091,0.000,0.091,0.273,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.159315255648146
0.294,0.000,0.000,0.059,0.000,0.118,0.000,0.000,0.000,0.059,0.176,0.059,0.059,0.000,0.000,0.118,0.000,0.000,0.000,0.059,0.136569983961726
0.045,0.000,0.045,0.136,0.000,0.364,0.000,0.045,0.000,0.091,0.091,0.045,0.045,0.000,0.000,0.045,0.045,0.000,0.000,0.000,0.149323191845972
0.000,0.037,0.074,0.037,0.000,0.074,0.037,0.074,0.037,0.037,0.148,0.037,0.000,0.000,0.111,0.074,0.074,0.000,0.037,0.111,0.153725672569012
0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.188,0.062,0.062,0.000,0.000,0.188,0.062,0.000,0.000,0.062,0.135365088220936
0.053,0.053,0.053,0.000,0.000,0.158,0.053,0.053,0.053,0.053,0.105,0.000,0.000,0.000,0.053,0.053,0.053,0.053,0.053,0.105,0.157754252623959
0.214,0.000,0.071,0.071,0.000,0.071,0.000,0.000,0.000,0.000,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.000,0.000,0.071,0.160651158932004
0.143,0.071,0.071,0.071,0.000,0.214,0.000,0.000,0.071,0.071,0.143,0.000,0.000,0.000,0.000,0.000,0.000,0.071,0.000,0.071,0.185268913865647
0.071,0.071,0.071,0.000,0.000,0.000,0.000,0.071,0.000,0.071,0.286,0.000,0.000,0.000,0.000,0.000,0.214,0.000,0.071,0.071,0.141605244940343
0.000,0.083,0.083,0.083,0.000,0.083,0.250,0.000,0.000,0.083,0.083,0.000,0.083,0.000,0.000,0.000,0.167,0.000,0.000,0.000,0.234741308254625
0.176,0.000,0.059,0.000,0.059,0.000,0.000,0.059,0.059,0.000,0.353,0.059,0.000,0.059,0.000,0.118,0.000,0.000,0.000,0.000,0.137561674863583
0.167,0.042,0.042,0.000,0.000,0.083,0.042,0.083,0.000,0.125,0.042,0.000,0.000,0.000,0.208,0.083,0.000,0.000,0.042,0.042,0.15230031220402
0.087,0.000,0.043,0.130,0.043,0.087,0.043,0.000,0.087,0.000,0.174,0.043,0.000,0.043,0.043,0.043,0.043,0.000,0.000,0.087,0.135810821379968
0.421,0.053,0.000,0.000,0.000,0.211,0.105,0.158,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.053,0.000,0.000,0.000,0.332811780947998
0.130,0.043,0.043,0.000,0.000,0.043,0.087,0.174,0.043,0.000,0.174,0.000,0.000,0.087,0.043,0.043,0.087,0.000,0.000,0.000,0.146266037202513
0.100,0.000,0.000,0.100,0.000,0.100,0.000,0.050,0.050,0.100,0.050,0.050,0.050,0.050,0.050,0.150,0.050,0.000,0.000,0.050,0.151291980075698
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.364,0.000,0.091,0.182,0.091,0.000,0.182,0.000,0.091,0.000,0.000,0.000,0.000,0.156723240552161
0.067,0.000,0.000,0.067,0.000,0.200,0.067,0.000,0.067,0.067,0.000,0.000,0.000,0.267,0.067,0.000,0.000,0.000,0.133,0.000,0.146674800674445
0.056,0.000,0.111,0.056,0.000,0.000,0.056,0.000,0.056,0.056,0.056,0.056,0.056,0.056,0.000,0.111,0.111,0.000,0.056,0.111,0.151727435429534
0.053,0.000,0.000,0.158,0.000,0.000,0.105,0.053,0.000,0.000,0.158,0.053,0.000,0.000,0.000,0.105,0.000,0.000,0.158,0.158,0.136872658731102
0.200,0.000,0.000,0.000,0.000,0.067,0.000,0.000,0.000,0.067,0.133,0.067,0.067,0.000,0.067,0.067,0.067,0.000,0.200,0.000,0.143535280058194
0.059,0.059,0.000,0.059,0.000,0.059,0.000,0.059,0.176,0.118,0.235,0.000,0.000,0.059,0.000,0.000,0.059,0.000,0.000,0.059,0.15746832665042
0.053,0.053,0.000,0.105,0.000,0.105,0.000,0.000,0.105,0.053,0.158,0.000,0.053,0.000,0.053,0.105,0.053,0.000,0.053,0.053,0.183106313441813
0.150,0.000,0.000,0.050,0.000,0.150,0.050,0.000,0.000,0.050,0.100,0.050,0.000,0.000,0.000,0.100,0.100,0.000,0.000,0.200,0.138535532156582
0.111,0.056,0.056,0.056,0.000,0.167,0.056,0.000,0.000,0.000,0.111,0.000,0.111,0.056,0.000,0.111,0.056,0.000,0.000,0.056,0.140357968138876
0.111,0.111,0.111,0.222,0.000,0.111,0.000,0.000,0.000,0.111,0.111,0.000,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.221851225151449
0.000,0.059,0.000,0.059,0.000,0.235,0.118,0.000,0.000,0.118,0.059,0.000,0.000,0.118,0.059,0.059,0.059,0.000,0.000,0.059,0.133497108029106
0.105,0.000,0.000,0.000,0.000,0.368,0.000,0.000,0.000,0.000,0.105,0.053,0.053,0.000,0.105,0.053,0.105,0.000,0.000,0.053,0.168451671965901
0.077,0.077,0.000,0.077,0.000,0.000,0.154,0.000,0.000,0.000,0.154,0.000,0.077,0.077,0.077,0.077,0.000,0.000,0.077,0.077,0.147430235714317
0.000,0.000,0.000,0.095,0.048,0.143,0.095,0.000,0.048,0.095,0.000,0.048,0.000,0.000,0.048,0.143,0.000,0.000,0.000,0.238,0.18023408940066
0.083,0.000,0.000,0.083,0.000,0.083,0.000,0.083,0.000,0.000,0.167,0.083,0.000,0.083,0.000,0.000,0.083,0.000,0.083,0.167,0.149376559693371
0.053,0.105,0.000,0.000,0.000,0.053,0.053,0.000,0.053,0.211,0.105,0.000,0.053,0.053,0.105,0.000,0.053,0.000,0.053,0.053,0.133298720766369
0.083,0.083,0.000,0.083,0.083,0.000,0.083,0.000,0.000,0.083,0.250,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.083,0.000,0.169343159815902
0.312,0.062,0.000,0.062,0.000,0.062,0.062,0.062,0.000,0.062,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.062,0.188417721868494
0.000,0.062,0.000,0.000,0.000,0.125,0.125,0.062,0.000,0.062,0.125,0.000,0.000,0.062,0.062,0.125,0.062,0.000,0.062,0.062,0.141580561766931
0.000,0.059,0.059,0.176,0.000,0.118,0.235,0.000,0.059,0.059,0.059,0.000,0.000,0.059,0.000,0.000,0.059,0.059,0.000,0.000,0.172324381263959
0.143,0.048,0.000,0.048,0.000,0.095,0.095,0.048,0.000,0.000,0.048,0.000,0.048,0.000,0.048,0.048,0.143,0.000,0.095,0.095,0.16336842914233
0.133,0.067,0.067,0.133,0.000,0.067,0.067,0.000,0.000,0.133,0.067,0.000,0.000,0.133,0.067,0.000,0.067,0.000,0.000,0.000,0.133263020874175
0.053,0.053,0.000,0.000,0.000,0.211,0.105,0.053,0.000,0.000,0.053,0.000,0.000,0.053,0.105,0.158,0.000,0.000,0.053,0.105,0.153530893908071
0.000,0.000,0.000,0.158,0.000,0.105,0.053,0.211,0.000,0.000,0.053,0.053,0.053,0.000,0.000,0.105,0.000,0.105,0.000,0.105,0.13187991839114
0.000,0.100,0.100,0.100,0.000,0.100,0.100,0.000,0.000,0.000,0.200,0.000,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.202609298765904
0.079,0.000,0.053,0.105,0.000,0.026,0.026,0.105,0.079,0.053,0.053,0.026,0.000,0.079,0.000,0.132,0.079,0.000,0.026,0.079,0.151109366496864
0.083,0.042,0.000,0.042,0.042,0.208,0.042,0.125,0.042,0.083,0.042,0.000,0.000,0.042,0.042,0.042,0.083,0.000,0.000,0.042,0.165761002594605
0.125,0.000,0.000,0.000,0.000,0.062,0.000,0.062,0.062,0.000,0.188,0.062,0.125,0.062,0.062,0.000,0.062,0.000,0.062,0.062,0.145166843106372
0.094,0.000,0.000,0.000,0.031,0.031,0.188,0.062,0.000,0.031,0.062,0.031,0.031,0.031,0.188,0.031,0.031,0.000,0.062,0.094,0.131761800176641
0.105,0.000,0.053,0.053,0.000,0.211,0.000,0.053,0.053,0.105,0.053,0.053,0.053,0.000,0.053,0.053,0.000,0.000,0.053,0.053,0.175314403846455
0.000,0.000,0.056,0.111,0.000,0.000,0.056,0.056,0.056,0.111,0.111,0.056,0.000,0.000,0.000,0.000,0.222,0.000,0.111,0.056,0.158917355959519
0.105,0.000,0.000,0.211,0.000,0.000,0.000,0.105,0.000,0.105,0.000,0.053,0.053,0.053,0.000,0.105,0.053,0.000,0.000,0.158,0.131233092302814
0.000,0.000,0.167,0.083,0.000,0.083,0.083,0.000,0.083,0.167,0.167,0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.083,0.000,0.194113161861857
0.000,0.000,0.000,0.125,0.000,0.250,0.000,0.000,0.000,0.000,0.125,0.125,0.125,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.177500612438357
0.083,0.000,0.000,0.083,0.000,0.167,0.000,0.083,0.000,0.167,0.000,0.083,0.083,0.083,0.000,0.000,0.083,0.000,0.083,0.000,0.167200409593318
0.000,0.000,0.100,0.100,0.000,0.200,0.000,0.000,0.000,0.100,0.200,0.100,0.000,0.000,0.100,0.000,0.000,0.000,0.100,0.000,0.180516411568313
0.100,0.050,0.050,0.000,0.000,0.250,0.100,0.000,0.050,0.000,0.200,0.000,0.050,0.000,0.000,0.000,0.050,0.000,0.000,0.100,0.146332666212145
0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.125,0.000,0.125,0.250,0.000,0.000,0.125,0.220927838475077
0.000,0.125,0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.125,0.000,0.216546297927309
0.059,0.000,0.059,0.000,0.000,0.118,0.235,0.000,0.000,0.235,0.000,0.059,0.059,0.000,0.000,0.118,0.000,0.000,0.059,0.000,0.128857632160429
0.000,0.000,0.053,0.158,0.053,0.053,0.158,0.158,0.000,0.105,0.053,0.053,0.000,0.053,0.053,0.000,0.000,0.000,0.053,0.000,0.172147514898131
0.045,0.045,0.136,0.091,0.045,0.045,0.091,0.091,0.045,0.045,0.182,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.045,0.091,0.142495285685313
0.050,0.050,0.100,0.100,0.000,0.100,0.100,0.100,0.000,0.100,0.000,0.000,0.000,0.050,0.050,0.000,0.050,0.050,0.050,0.050,0.133978624886681
0.091,0.045,0.045,0.045,0.045,0.045,0.045,0.000,0.045,0.045,0.136,0.045,0.000,0.045,0.045,0.091,0.000,0.000,0.091,0.091,0.143079308951742
0.000,0.000,0.071,0.000,0.000,0.286,0.000,0.071,0.000,0.071,0.071,0.071,0.071,0.000,0.000,0.071,0.214,0.000,0.000,0.000,0.199302414300507
0.071,0.000,0.071,0.071,0.000,0.071,0.000,0.071,0.000,0.071,0.143,0.071,0.071,0.071,0.000,0.143,0.000,0.000,0.000,0.071,0.127856862493636
0.100,0.000,0.050,0.150,0.000,0.100,0.050,0.000,0.000,0.150,0.000,0.050,0.050,0.000,0.000,0.200,0.050,0.050,0.000,0.000,0.126715859464594
0.130,0.000,0.087,0.000,0.043,0.087,0.000,0.043,0.000,0.000,0.217,0.043,0.000,0.000,0.174,0.043,0.043,0.000,0.043,0.043,0.126238568910522
0.091,0.030,0.030,0.091,0.000,0.121,0.091,0.000,0.061,0.030,0.152,0.000,0.030,0.000,0.000,0.091,0.061,0.000,0.030,0.091,0.127617420741243
0.069,0.069,0.034,0.138,0.000,0.034,0.069,0.069,0.069,0.069,0.069,0.000,0.034,0.000,0.069,0.000,0.000,0.000,0.103,0.103,0.154361972402981
0.000,0.000,0.000,0.133,0.000,0.000,0.067,0.267,0.067,0.067,0.067,0.067,0.000,0.067,0.000,0.000,0.133,0.067,0.000,0.000,0.173510715196871
0.167,0.056,0.000,0.056,0.056,0.000,0.000,0.056,0.000,0.167,0.111,0.000,0.000,0.000,0.056,0.000,0.167,0.000,0.000,0.111,0.126727142590403
0.148,0.037,0.037,0.000,0.000,0.074,0.000,0.148,0.000,0.037,0.074,0.000,0.037,0.000,0.037,0.148,0.037,0.000,0.074,0.111,0.126566484234094
0.000,0.000,0.182,0.091,0.000,0.091,0.000,0.000,0.000,0.091,0.364,0.091,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.000,0.132765308328269
0.125,0.000,0.000,0.125,0.062,0.125,0.000,0.062,0.000,0.062,0.125,0.062,0.000,0.000,0.000,0.062,0.062,0.000,0.062,0.062,0.146109792498292
0.000,0.062,0.000,0.000,0.062,0.250,0.000,0.062,0.000,0.062,0.125,0.000,0.000,0.062,0.062,0.188,0.062,0.000,0.000,0.000,0.143355961644127
0.133,0.067,0.133,0.067,0.000,0.133,0.067,0.000,0.000,0.000,0.067,0.000,0.000,0.133,0.000,0.067,0.067,0.000,0.067,0.000,0.163774733637747
0.077,0.077,0.077,0.000,0.154,0.077,0.000,0.077,0.000,0.000,0.000,0.000,0.000,0.000,0.077,0.000,0.154,0.000,0.000,0.231,0.247207374402785
0.188,0.000,0.000,0.062,0.000,0.062,0.000,0.062,0.000,0.062,0.062,0.062,0.000,0.000,0.125,0.125,0.125,0.062,0.000,0.000,0.174374025298908
0.031,0.000,0.125,0.125,0.000,0.094,0.062,0.062,0.031,0.062,0.031,0.031,0.000,0.062,0.000,0.094,0.062,0.000,0.031,0.094,0.133774190330518
0.067,0.067,0.067,0.133,0.000,0.067,0.000,0.200,0.000,0.067,0.133,0.000,0.000,0.000,0.000,0.000,0.133,0.000,0.067,0.000,0.169192410669669
0.059,0.000,0.059,0.059,0.059,0.176,0.000,0.000,0.000,0.235,0.000,0.059,0.000,0.000,0.059,0.118,0.000,0.000,0.000,0.118,0.135526099370342
0.100,0.000,0.000,0.200,0.000,0.100,0.000,0.000,0.000,0.000,0.400,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.134456701484102
0.077,0.077,0.154,0.000,0.000,0.000,0.077,0.077,0.000,0.000,0.154,0.000,0.000,0.000,0.000,0.077,0.154,0.000,0.077,0.077,0.207493878185611
0.000,0.000,0.000,0.077,0.000,0.154,0.077,0.077,0.000,0.000,0.154,0.077,0.077,0.154,0.077,0.000,0.000,0.000,0.077,0.000,0.139514720042524
0.000,0.071,0.214,0.071,0.000,0.143,0.071,0.000,0.000,0.071,0.143,0.000,0.000,0.000,0.000,0.071,0.000,0.000,0.071,0.071,0.148358228353401
0.000,0.071,0.071,0.071,0.000,0.143,0.000,0.000,0.071,0.214,0.071,0.000,0.000,0.071,0.000,0.143,0.000,0.000,0.071,0.000,0.14269423239465
0.100,0.000,0.000,0.100,0.000,0.000,0.000,0.100,0.000,0.100,0.300,0.100,0.000,0.000,0.000,0.100,0.100,0.000,0.000,0.000,0.177799946497838
0.136,0.000,0.000,0.227,0.045,0.136,0.000,0.045,0.000,0.045,0.045,0.045,0.136,0.000,0.045,0.000,0.045,0.000,0.000,0.045,0.132015414353893
0.000,0.000,0.062,0.000,0.000,0.062,0.125,0.125,0.000,0.062,0.062,0.062,0.000,0.000,0.000,0.125,0.000,0.000,0.062,0.250,0.161622923798656
0.357,0.071,0.071,0.071,0.000,0.143,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.071,0.000,0.000,0.071,0.000,0.000,0.143,0.164384836033801
0.176,0.059,0.000,0.059,0.000,0.059,0.000,0.059,0.000,0.118,0.059,0.000,0.118,0.059,0.000,0.118,0.059,0.000,0.000,0.059,0.12310029806086
0.111,0.000,0.000,0.056,0.000,0.111,0.000,0.111,0.000,0.111,0.111,0.056,0.000,0.000,0.000,0.056,0.111,0.000,0.000,0.167,0.124744119160907
0.135,0.027,0.027,0.081,0.000,0.000,0.081,0.243,0.000,0.000,0.000,0.027,0.000,0.135,0.054,0.054,0.108,0.000,0.027,0.000,0.159629797293899
0.000,0.000,0.000,0.100,0.000,0.300,0.000,0.100,0.000,0.000,0.200,0.100,0.100,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.19414535666218
0.000,0.000,0.118,0.059,0.000,0.235,0.000,0.059,0.000,0.000,0.118,0.059,0.000,0.000,0.059,0.059,0.059,0.000,0.118,0.059,0.172892383645845
